accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
954,1,4.886641,creditcard,0.688888888889,0
211,1,4.505662,storecredit,202.078472222,0
2000,1,4.876771,creditcard,0.000694444444444,0
883,3,4.505662,paypal,424.275,0
1183,1,4.962055,creditcard,0.0,0
2000,1,5.017904,creditcard,372.04375,0
605,1,4.921318,creditcard,0.0,0
1625,1,4.895263,creditcard,0.0,0
1933,1,3.575983,creditcard,82.0305555556,0
3,1,4.836982,creditcard,0.0,0
2000,1,4.962055,paypal,0.00208333333333,0
1547,1,4.962055,paypal,0.00208333333333,0
54,1,4.962055,creditcard,0.0,0
279,1,4.745402,creditcard,113.7875,0
1,4,4.836982,creditcard,0.0,1
2000,1,4.745402,creditcard,0.00138888888889,0
89,1,4.52458,paypal,88.0479166667,0
1767,1,5.040929,creditcard,754.884722222,0
1609,1,4.965339,storecredit,0.0576388888889,0
261,1,4.895263,creditcard,254.733333333,0
2000,1,4.057414,paypal,0.0,0
978,2,4.876771,creditcard,0.0,0
1858,1,4.962055,creditcard,0.0131944444444,0
3,1,5.034622,paypal,1.98263888889,0
2000,1,5.040929,paypal,0.0,0
150,1,5.040929,creditcard,86.1486111111,0
182,1,4.52458,storecredit,174.556944444,0
931,1,3.575983,creditcard,0.0,0
158,1,4.461622,creditcard,0.0,0
2000,1,4.962055,creditcard,718.765277778,0
2000,1,4.965339,paypal,0.0,0
2000,1,4.745402,creditcard,0.0,0
1162,1,4.876771,paypal,0.0,0
1208,1,4.962055,creditcard,465.825,0
127,1,5.040929,creditcard,0.000694444444444,0
13,1,4.921318,creditcard,0.0,0
1670,1,4.748314,paypal,0.0,0
2000,1,4.836982,paypal,101.892361111,0
444,1,4.836982,paypal,99.1173611111,0
21,1,4.895263,creditcard,20.9,0
19,2,4.962055,creditcard,0.0,0
66,1,4.742303,creditcard,16.825,0
2000,1,4.745402,storecredit,0.0,0
86,1,4.52458,creditcard,85.3736111111,0
1896,1,4.921349,creditcard,0.0,0
273,1,5.034622,creditcard,0.00138888888889,0
43,1,4.876771,creditcard,0.00208333333333,0
154,1,4.895263,creditcard,0.0,0
497,1,4.965339,storecredit,494.973611111,0
494,1,4.962055,paypal,0.0458333333333,0
1799,1,4.921349,paypal,1762.99930556,0
2000,1,3.483951,creditcard,502.381944444,0
541,1,4.057414,creditcard,0.0,0
369,1,4.921349,creditcard,0.0,0
1075,1,3.066058,creditcard,8.1,0
2000,1,5.017904,paypal,129.929166667,0
53,1,5.040929,paypal,52.2444444444,0
2000,1,4.921349,creditcard,327.901388889,0
824,1,4.057414,creditcard,0.000694444444444,0
3,1,4.505662,creditcard,0.00277777777778,0
604,1,4.876771,creditcard,0.0,0
1285,1,4.52458,paypal,26.0069444444,0
279,1,4.057414,creditcard,0.00416666666667,0
2,1,4.921349,creditcard,0.0,0
1477,1,5.017904,paypal,0.0,0
645,1,3.954522,paypal,555.336111111,0
2,1,4.52458,creditcard,1.15,0
131,1,4.886641,creditcard,0.0,0
2000,1,4.461622,paypal,0.0,0
37,1,4.505662,creditcard,36.4402777778,0
3,1,4.921349,storecredit,0.0,0
2000,1,2.94894,creditcard,0.0,0
2000,1,5.017904,creditcard,0.00694444444444,0
125,1,4.895263,paypal,0.00138888888889,0
1535,1,5.017904,paypal,0.00555555555556,0
1305,1,5.040929,creditcard,1261.10763889,0
2000,1,4.962055,paypal,711.086111111,0
2000,4,4.742303,creditcard,0.0,0
32,1,4.962055,creditcard,29.1798611111,0
2000,1,4.886641,paypal,0.423611111111,0
2000,1,5.040929,creditcard,0.00347222222222,0
106,1,4.965339,creditcard,0.0,0
1672,1,4.921349,paypal,1568.80347222,0
1900,1,5.034622,creditcard,0.00555555555556,0
911,1,4.876771,paypal,0.000694444444444,0
66,1,4.057414,paypal,0.0,0
13,1,4.921349,creditcard,12.1986111111,0
2000,5,2.596228,creditcard,217.588888889,0
1394,5,4.742303,creditcard,549.980555556,0
1991,1,4.886641,creditcard,1394.41805556,0
31,1,4.505662,creditcard,30.2347222222,0
102,1,4.836982,creditcard,0.0,0
1941,1,4.921349,creditcard,2.8875,0
1460,1,3.066058,paypal,0.00208333333333,0
664,1,4.886641,paypal,0.000694444444444,0
1979,1,4.505662,storecredit,455.571527778,0
2000,1,4.461622,paypal,1.54236111111,0
569,1,4.876771,creditcard,0.0111111111111,0
171,1,5.034622,creditcard,0.0,0
1392,1,4.965339,creditcard,0.0,0
639,1,5.017904,creditcard,627.975,0
14,1,4.921318,creditcard,0.0,0
776,1,4.886641,creditcard,0.0,0
906,1,5.040929,creditcard,0.0,0
4,1,4.921318,creditcard,0.0,0
2000,1,4.921349,creditcard,264.756944444,0
131,1,4.962055,paypal,130.193055556,0
49,1,4.886641,creditcard,0.0,0
2,1,4.836982,creditcard,1.0375,0
145,1,4.745402,creditcard,144.51875,0
91,1,4.505662,creditcard,0.000694444444444,0
17,1,5.034622,creditcard,0.0,0
151,1,4.965339,creditcard,0.0,0
553,1,4.965339,creditcard,4.1,0
779,3,4.057414,creditcard,128.027777778,0
1306,1,4.836982,creditcard,0.00277777777778,0
2000,1,5.017904,creditcard,293.9875,0
877,1,4.52458,creditcard,682.832638889,0
2000,1,4.748314,paypal,0.0,0
949,1,4.965339,creditcard,0.00208333333333,0
367,1,5.017904,creditcard,0.0,0
2000,1,4.921349,creditcard,0.00208333333333,0
1602,1,4.921349,creditcard,0.00972222222222,0
2000,1,4.52458,creditcard,277.090277778,0
1536,1,4.742303,creditcard,966.345833333,0
2000,1,4.745402,paypal,2.92083333333,0
526,1,4.886641,creditcard,25.9458333333,0
51,1,4.836982,creditcard,0.0,0
1289,1,5.034622,creditcard,251.146527778,0
38,1,4.921318,creditcard,0.0,0
235,1,4.921318,storecredit,0.0,0
1842,1,4.876771,creditcard,0.775694444444,0
2,1,4.748314,creditcard,1.025,0
39,1,5.017904,paypal,0.0,0
529,1,4.895263,creditcard,508.497222222,0
2000,1,4.505662,creditcard,0.00138888888889,0
2,1,3.575983,creditcard,1.11666666667,0
1994,1,4.921318,creditcard,0.000694444444444,0
4,1,2.596228,paypal,3.46319444444,0
2000,1,4.895263,paypal,944.692361111,0
37,1,4.505662,paypal,0.0,0
2000,1,4.876771,creditcard,101.161111111,0
1612,1,4.505662,paypal,0.494444444444,0
17,1,5.017904,paypal,16.0652777778,0
1615,1,4.748314,paypal,0.000694444444444,0
19,1,5.040929,storecredit,18.2138888889,0
2000,1,4.886641,creditcard,253.284722222,0
884,1,4.965339,creditcard,0.0166666666667,0
1,1,4.836982,paypal,0.00277777777778,1
190,1,5.034622,storecredit,97.0430555556,0
130,1,4.505662,creditcard,129.234722222,0
2000,1,4.742303,paypal,0.0,0
2000,1,4.962055,paypal,0.0,0
3,1,4.748314,creditcard,0.00138888888889,0
8,1,5.040929,creditcard,0.0,0
295,2,5.040929,creditcard,0.00138888888889,0
352,1,4.745402,creditcard,351.856944444,0
2000,1,4.748314,paypal,3.05902777778,0
1603,1,4.876771,paypal,0.0,0
322,1,4.745402,creditcard,0.0,0
114,1,4.876771,paypal,0.0,0
1981,1,4.921349,creditcard,0.0,0
3,1,4.52458,creditcard,2.03611111111,0
2000,1,4.921318,creditcard,0.0,0
1173,1,5.017904,creditcard,0.00347222222222,0
125,1,4.921349,creditcard,124.186111111,0
635,1,4.921349,creditcard,633.884722222,0
2000,1,4.876771,storecredit,0.0,0
54,1,4.886641,creditcard,0.0,0
54,1,4.836982,creditcard,0.0,0
633,1,5.034622,creditcard,0.0,0
8,1,4.745402,creditcard,0.0,0
256,1,4.962055,paypal,0.0,0
145,1,4.886641,creditcard,0.0,0
73,2,4.52458,creditcard,72.3763888889,0
466,1,4.057414,creditcard,0.0,0
1608,1,4.921349,creditcard,478.614583333,0
1783,1,4.52458,creditcard,0.0,0
989,1,4.836982,creditcard,988.666666667,0
1292,1,4.921349,creditcard,0.0,0
2,1,5.034622,paypal,1.02638888889,0
1597,1,5.017904,creditcard,118.989583333,0
578,1,3.575983,creditcard,486.192361111,0
105,1,5.040929,paypal,104.176388889,0
2000,2,4.745402,creditcard,0.0,0
1,1,4.921318,creditcard,0.0,1
2000,1,3.483951,creditcard,0.442361111111,0
211,1,2.596228,creditcard,210.372916667,0
2000,1,4.836982,creditcard,0.0,0
167,1,4.921318,creditcard,166.896527778,0
140,1,5.034622,creditcard,139.034027778,0
41,1,4.895263,creditcard,8.58541666667,0
179,1,4.921318,creditcard,0.00208333333333,0
563,1,4.921318,creditcard,0.0,0
633,1,5.034622,creditcard,0.0,0
190,1,4.895263,creditcard,1.52291666667,0
33,1,4.52458,creditcard,32.1041666667,0
549,1,4.895263,paypal,0.452083333333,0
2000,1,4.52458,creditcard,302.149305556,0
1049,1,5.034622,creditcard,0.0,0
2000,1,4.876771,creditcard,4.94583333333,0
611,1,4.895263,creditcard,103.5875,0
10,1,4.836982,creditcard,0.0,0
1759,1,4.057414,creditcard,477.525694444,0
1679,1,4.745402,paypal,0.000694444444444,0
3,1,4.886641,creditcard,2.975,0
15,1,4.836982,creditcard,14.3798611111,0
8,1,4.52458,paypal,7.04722222222,0
842,1,4.742303,creditcard,833.5625,0
877,1,4.745402,creditcard,0.0,0
1326,1,5.034622,creditcard,0.0,0
2,1,3.483951,creditcard,1.11388888889,0
2000,1,4.921349,creditcard,210.03125,0
798,1,4.745402,creditcard,0.0,0
211,1,4.836982,creditcard,0.00694444444444,0
804,1,5.040929,creditcard,0.0,0
987,1,4.836982,paypal,0.0541666666667,0
1089,1,3.954522,creditcard,1088.73819444,0
205,1,4.745402,creditcard,0.0,0
1350,1,3.954522,paypal,0.0111111111111,0
2000,1,4.921349,paypal,366.69375,0
2,1,4.962055,creditcard,1.74861111111,0
785,2,4.745402,creditcard,85.8680555556,0
2,1,4.965339,paypal,0.00277777777778,0
606,1,4.505662,creditcard,0.0,0
943,1,4.965339,creditcard,0.0,0
312,1,4.876771,creditcard,0.0,0
442,1,4.965339,paypal,0.0,0
444,1,4.886641,creditcard,74.0020833333,0
25,1,4.836982,creditcard,24.0743055556,0
2000,1,4.52458,creditcard,1376.66875,0
14,1,4.461622,creditcard,13.9041666667,0
641,1,4.748314,creditcard,0.0,0
2000,1,5.017904,paypal,170.184027778,0
474,1,4.742303,paypal,0.0,0
2000,1,4.745402,creditcard,160.616666667,0
1519,1,4.836982,paypal,0.0,0
299,1,4.505662,paypal,0.000694444444444,0
739,1,4.057414,paypal,0.00555555555556,0
239,1,4.886641,creditcard,0.0,0
169,1,4.876771,creditcard,168.021527778,0
148,1,4.921318,storecredit,143.358333333,0
80,1,4.876771,paypal,0.0,0
922,1,4.836982,creditcard,0.0,0
955,2,4.461622,creditcard,0.0,0
1413,1,4.057414,creditcard,0.0472222222222,0
1131,1,4.886641,creditcard,0.0,0
674,1,4.836982,creditcard,42.9909722222,0
2000,1,4.965339,creditcard,3.33888888889,0
2000,1,4.962055,creditcard,195.903472222,0
2000,1,4.895263,creditcard,0.0,0
290,1,4.057414,creditcard,288.980555556,0
1767,1,4.461622,creditcard,32.4444444444,0
4,1,4.876771,creditcard,0.000694444444444,0
3,1,4.876771,paypal,0.0,0
365,1,4.748314,creditcard,0.0,0
823,1,5.017904,creditcard,0.110416666667,0
1443,1,4.748314,creditcard,0.0,0
2,1,4.461622,creditcard,1.72291666667,0
597,1,4.886641,paypal,212.104861111,0
1477,1,4.745402,paypal,64.60625,0
2000,1,4.745402,paypal,0.0743055555556,0
44,1,4.921349,creditcard,0.0,0
2000,1,4.52458,creditcard,0.0,0
2000,1,5.040929,creditcard,0.00277777777778,0
2000,1,4.057414,creditcard,406.548611111,0
2000,1,5.034622,creditcard,0.0,0
1,1,4.52458,paypal,0.0,1
2,1,4.748314,creditcard,1.0125,0
2000,1,4.876771,paypal,2.0625,0
5,1,4.886641,creditcard,0.0256944444444,0
8,2,4.505662,creditcard,0.0,0
2000,1,4.921349,creditcard,1830.76319444,0
978,1,3.066058,creditcard,0.0125,0
132,1,4.52458,creditcard,0.977083333333,0
2000,1,5.017904,creditcard,0.000694444444444,0
324,1,4.886641,creditcard,0.0,0
1691,1,4.742303,creditcard,1579.56041667,0
2000,1,4.962055,paypal,969.936805556,0
212,1,3.954522,creditcard,0.0,0
6,2,4.921349,creditcard,0.0,0
531,1,4.895263,paypal,121.625694444,0
136,1,5.017904,creditcard,0.0,0
1307,1,4.505662,creditcard,0.0,0
2000,1,4.742303,creditcard,625.884722222,0
897,1,4.505662,creditcard,896.957638889,0
64,1,3.954522,creditcard,0.626388888889,0
1611,1,4.962055,creditcard,0.0,0
119,1,4.886641,creditcard,0.000694444444444,0
12,1,5.034622,creditcard,0.000694444444444,0
695,1,4.505662,creditcard,0.0,0
1073,1,4.921318,creditcard,49.8458333333,0
2000,1,4.742303,creditcard,412.55625,0
2000,1,4.748314,creditcard,0.0,0
4,1,4.748314,paypal,0.000694444444444,0
2000,1,5.040929,creditcard,0.0,0
272,2,5.040929,creditcard,0.0,0
1992,1,5.017904,creditcard,0.000694444444444,0
2000,1,5.017904,creditcard,1384.53194444,0
501,1,5.017904,paypal,0.000694444444444,0
99,1,4.895263,creditcard,32.4340277778,0
3,1,4.876771,paypal,0.0,0
105,1,5.040929,creditcard,0.0,0
11,1,4.745402,creditcard,0.0,0
2000,1,5.040929,creditcard,99.0375,0
1905,1,4.742303,creditcard,0.0,0
611,1,3.575983,creditcard,537.03125,0
270,1,3.575983,creditcard,0.0,0
2,1,4.895263,paypal,1.01875,0
802,1,5.034622,creditcard,0.0,0
17,1,4.895263,storecredit,0.0,0
1194,1,4.505662,creditcard,0.0631944444444,0
1575,1,4.461622,creditcard,0.0,0
38,1,4.748314,paypal,0.0104166666667,0
49,1,5.040929,paypal,48.9965277778,0
1768,1,4.965339,paypal,1009.37222222,0
37,1,4.745402,creditcard,0.000694444444444,0
1025,1,4.921318,creditcard,155.729861111,0
13,1,4.836982,creditcard,0.0368055555556,0
909,1,4.745402,creditcard,0.0,0
1165,1,4.886641,paypal,0.591666666667,0
2000,1,4.742303,paypal,0.0,0
4,1,5.040929,creditcard,0.0,0
7,1,4.876771,creditcard,0.00138888888889,0
298,2,4.886641,paypal,151.750694444,0
1,1,4.748314,paypal,0.0,1
2000,1,4.745402,creditcard,546.708333333,0
1,1,4.745402,creditcard,0.00347222222222,1
2000,1,4.505662,creditcard,0.0,0
6,1,4.921349,creditcard,0.00208333333333,0
888,1,4.745402,creditcard,0.921527777778,0
135,1,4.745402,creditcard,0.0,0
1697,1,4.965339,creditcard,0.0,0
119,1,4.965339,creditcard,118.971527778,0
441,1,4.876771,creditcard,0.000694444444444,0
15,1,4.876771,paypal,0.0,0
56,1,2.94894,creditcard,53.5631944444,0
253,1,4.921318,creditcard,252.021527778,0
2000,1,4.461622,paypal,0.507638888889,0
2000,1,5.017904,paypal,390.518055556,0
2000,1,5.034622,creditcard,119.043055556,0
663,1,4.748314,creditcard,0.0,0
1714,2,4.745402,creditcard,680.192361111,0
4,1,4.836982,storecredit,0.000694444444444,0
200,1,4.962055,creditcard,0.0,0
278,1,5.017904,creditcard,0.00277777777778,0
111,1,5.017904,creditcard,0.0,0
1958,1,4.748314,paypal,25.8701388889,0
38,1,4.52458,creditcard,37.0625,0
144,1,5.034622,creditcard,0.0,0
1481,1,3.954522,paypal,0.382638888889,0
27,1,4.895263,creditcard,25.6354166667,0
2000,1,4.962055,creditcard,0.0,0
138,1,4.742303,creditcard,0.0,0
2000,1,4.895263,creditcard,629.943055556,0
2000,1,4.057414,creditcard,0.0,0
2000,1,4.748314,creditcard,934.224305556,0
27,1,5.040929,creditcard,0.444444444444,0
2000,1,4.895263,paypal,0.0,0
45,2,4.745402,creditcard,44.8638888889,0
67,1,4.921349,creditcard,0.0,0
215,1,4.748314,creditcard,173.547916667,0
1922,1,3.066058,creditcard,0.886805555556,0
148,1,4.921349,creditcard,0.0,0
1595,1,4.876771,storecredit,1.05486111111,0
87,1,4.921318,creditcard,0.000694444444444,0
1,1,4.921318,creditcard,0.0,1
778,1,3.483951,creditcard,0.0,0
68,1,4.745402,creditcard,0.000694444444444,0
10,1,5.017904,creditcard,0.0,0
1323,1,4.057414,paypal,86.0881944444,0
1921,1,4.962055,creditcard,0.0,0
1756,1,4.745402,creditcard,1.82569444444,0
1801,2,4.921349,storecredit,0.0,0
947,1,4.745402,paypal,0.805555555556,0
2,1,4.461622,creditcard,0.0,0
2000,1,4.52458,paypal,288.50625,0
742,1,4.057414,creditcard,0.0,0
1613,1,5.040929,creditcard,15.3791666667,0
278,1,4.886641,creditcard,0.00763888888889,0
83,1,4.057414,creditcard,82.7861111111,0
2000,1,5.040929,creditcard,1548.03402778,0
3,1,4.921349,paypal,0.0,0
410,1,3.575983,paypal,124.254861111,0
31,1,4.965339,creditcard,0.0,0
2000,1,5.034622,creditcard,337.7875,0
2000,1,4.965339,creditcard,193.113888889,0
892,1,4.745402,creditcard,0.0,0
1634,1,4.52458,creditcard,0.0,0
205,10,4.748314,creditcard,57.0201388889,0
648,1,4.748314,storecredit,0.000694444444444,0
1098,1,5.017904,creditcard,0.000694444444444,0
1937,1,5.040929,creditcard,318.084027778,0
1817,1,4.742303,paypal,0.00347222222222,0
132,1,4.921349,paypal,131.103472222,0
909,1,3.575983,paypal,314.949305556,0
655,1,5.034622,creditcard,0.0,0
2000,1,5.040929,creditcard,0.0,0
196,1,4.921349,creditcard,0.0,0
299,1,4.921318,creditcard,0.0,0
124,1,3.483951,paypal,123.620833333,0
1724,1,4.742303,paypal,323.272916667,0
1546,1,3.483951,paypal,0.0,0
2000,1,4.886641,creditcard,0.0,0
307,1,5.034622,creditcard,0.0,0
2000,1,4.52458,creditcard,509.373611111,0
1196,1,5.017904,creditcard,0.0,0
272,1,4.876771,storecredit,0.0,0
529,1,2.596228,creditcard,145.442361111,0
1,1,4.921349,creditcard,0.00763888888889,1
2000,1,4.895263,creditcard,0.000694444444444,0
2000,1,4.836982,storecredit,263.802083333,0
1129,1,4.886641,creditcard,0.00138888888889,0
72,1,4.52458,paypal,71.4555555556,0
579,1,4.461622,creditcard,486.322916667,0
2000,1,4.921318,creditcard,0.0173611111111,0
385,1,4.965339,creditcard,10.1701388889,0
247,1,4.505662,creditcard,246.072916667,0
567,1,4.505662,creditcard,411.819444444,0
1147,1,4.745402,creditcard,86.5944444444,0
958,1,4.461622,creditcard,0.0,0
101,1,4.742303,paypal,0.0,0
2000,1,4.965339,paypal,718.602083333,0
2000,1,4.962055,paypal,136.227083333,0
219,1,4.962055,paypal,0.0,0
934,1,4.921349,creditcard,0.000694444444444,0
46,1,4.748314,creditcard,0.0,0
912,1,4.921318,paypal,180.8,0
151,1,3.954522,creditcard,0.0,0
487,1,4.876771,creditcard,485.793055556,0
129,1,4.52458,creditcard,128.455555556,0
1213,1,5.040929,creditcard,0.0,0
1622,1,4.52458,creditcard,1.35625,0
620,1,4.965339,paypal,619.679166667,0
2000,1,4.965339,creditcard,929.054166667,0
857,2,4.886641,creditcard,0.0,0
13,1,4.962055,creditcard,0.0,0
2000,1,5.017904,creditcard,88.3840277778,0
454,1,5.034622,creditcard,0.0,0
14,2,4.895263,creditcard,13.8395833333,0
1272,1,4.505662,paypal,815.264583333,0
564,1,4.748314,paypal,547.815277778,0
2000,1,4.886641,creditcard,0.00277777777778,0
947,3,4.876771,creditcard,208.385416667,0
46,1,4.886641,creditcard,44.9875,0
4,1,5.034622,creditcard,3.30833333333,0
993,1,4.745402,creditcard,0.0,0
8,1,4.921349,creditcard,7.04652777778,0
13,1,4.895263,creditcard,12.8791666667,0
323,1,5.017904,creditcard,322.061111111,0
2000,1,4.921318,creditcard,0.00138888888889,0
618,1,3.483951,paypal,542.501388889,0
2000,1,4.742303,paypal,0.00347222222222,0
915,1,4.836982,creditcard,363.908333333,0
2000,1,4.965339,creditcard,0.0,0
2000,1,4.895263,creditcard,0.00138888888889,0
2000,1,5.017904,creditcard,1045.02152778,0
20,1,4.745402,creditcard,14.1479166667,0
2000,1,4.836982,creditcard,0.0,0
2000,1,4.461622,creditcard,1.50694444444,0
1425,1,4.921318,creditcard,0.0,0
1156,1,4.886641,creditcard,0.0,0
180,1,4.962055,creditcard,0.132638888889,0
2000,1,4.461622,paypal,504.740972222,0
1985,1,4.742303,paypal,32.6756944444,0
2000,1,4.748314,creditcard,52.84375,0
8,1,4.895263,paypal,7.83958333333,0
82,1,4.52458,storecredit,81.9541666667,0
1804,1,4.876771,paypal,0.0,0
6,1,4.52458,paypal,0.310416666667,0
1922,1,3.066058,paypal,0.902777777778,0
155,3,4.742303,creditcard,0.00763888888889,0
2000,1,3.954522,creditcard,0.0,0
1936,1,5.017904,creditcard,0.0,0
2000,1,4.745402,creditcard,0.0,0
55,1,4.895263,creditcard,0.0263888888889,0
1576,1,4.836982,creditcard,0.000694444444444,0
215,1,2.596228,creditcard,214.302083333,0
2000,2,4.895263,creditcard,0.513888888889,0
310,2,3.066058,creditcard,309.838888889,0
9,1,4.52458,paypal,8.15069444444,0
6,1,4.745402,creditcard,5.55972222222,0
1507,1,4.876771,creditcard,257.232638889,0
1,2,4.505662,creditcard,0.0,1
2000,1,4.057414,creditcard,618.078472222,0
2000,1,5.034622,creditcard,449.097222222,0
379,1,4.921318,creditcard,0.0,0
22,2,4.876771,creditcard,0.0,0
89,1,2.94894,paypal,0.0,0
1772,1,4.745402,creditcard,0.0,0
52,1,4.742303,paypal,0.0,0
28,1,5.034622,creditcard,27.9854166667,0
1141,1,4.876771,creditcard,0.0,0
144,1,4.52458,creditcard,143.925,0
170,1,4.886641,storecredit,0.0,0
152,1,4.876771,creditcard,0.0,0
5,1,4.745402,paypal,4.12430555556,0
2000,1,4.836982,storecredit,0.0,0
2000,1,5.034622,creditcard,441.838194444,0
953,1,4.921349,creditcard,244.302083333,0
1259,1,5.017904,creditcard,0.0145833333333,0
2000,1,3.954522,creditcard,1067.47430556,0
2000,1,5.034622,creditcard,149.870138889,0
1718,1,4.876771,creditcard,0.00277777777778,0
52,1,4.886641,storecredit,51.9083333333,0
1371,1,4.895263,creditcard,0.0,0
519,1,4.895263,creditcard,0.0,0
2,1,4.895263,creditcard,0.00486111111111,0
1744,1,4.745402,creditcard,0.00208333333333,0
2000,1,4.505662,creditcard,0.00277777777778,0
17,1,5.034622,creditcard,0.0,0
2000,1,5.034622,creditcard,532.209722222,0
1655,1,4.921349,creditcard,0.0,0
206,1,3.575983,paypal,205.510416667,0
2000,1,5.040929,creditcard,965.358333333,0
598,1,4.921318,paypal,0.0,0
867,1,4.921349,paypal,0.0,0
659,1,4.52458,creditcard,29.1243055556,0
82,1,4.461622,paypal,81.7736111111,0
525,1,3.483951,creditcard,0.000694444444444,0
1595,1,4.886641,creditcard,543.93125,0
895,1,4.876771,creditcard,161.090972222,0
918,1,4.748314,storecredit,7.75347222222,0
127,2,4.748314,creditcard,121.077777778,0
29,1,4.921349,creditcard,0.0,0
6,1,4.836982,creditcard,5.8375,0
2000,1,4.836982,creditcard,529.628472222,0
1353,1,4.836982,paypal,0.0,0
2000,1,4.886641,creditcard,0.0,0
18,1,4.52458,creditcard,17.79375,0
2000,1,4.505662,creditcard,755.28125,0
1614,1,4.836982,creditcard,0.0,0
1572,1,4.965339,creditcard,0.000694444444444,0
1034,1,5.040929,creditcard,0.00138888888889,0
34,1,4.52458,creditcard,0.0,0
1257,1,5.017904,creditcard,0.00138888888889,0
1524,1,4.836982,creditcard,0.0,0
2000,1,4.742303,creditcard,286.528472222,0
2000,1,4.745402,creditcard,1063.73055556,0
2000,1,4.876771,creditcard,0.000694444444444,0
